index,pid,Minutes,Goals,Assists,Attempt on Goal,Key Pass,Accurate Key Passes,On Target,Attempts inside the Box,Attempts outside the Box,Attempts Off Target,Cross,Passes,Accurate Passes,Air Challange,Won Air Challange,Ground Challenges,Won Ground Challenges,Dribbles,Successful Dribbles,Tackles,Successful Tackles,Ball Recoveries,Ball Recoveries in Opponents Half,Ball Recoveries in Own Half,Blocked Attempts on Goal,Lost Ball,Lost Ball own half,Own Goal,Penalty Miss,Yellow Card,Red Card,Fouls,Opponent Fouls,Offside,Appearances,Sub Out,Sub In,Coped Goals,Stops,Clean Net,Threat Denied by Goalkeeper,Goalie Mistake,Penalty Goals,Penalties Coped,Season,Gameweek
135,123549,70,0,0,2,1,0,0,1,1,2,1,22,17,3,1,6,2,0,0,4,1,0,0,0,0,6,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,19/20,1
136,45756,70,1,0,2,0,0,2,1,1,0,0,27,25,0,0,9,7,6,5,0,0,1,0,1,0,7,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,19/20,1
137,475548,69,0,0,0,0,0,0,0,0,0,0,22,19,1,1,8,2,0,0,5,2,3,0,3,0,4,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,19/20,1
138,331359,69,0,1,1,0,0,0,1,0,1,0,47,41,3,3,8,4,3,1,3,1,4,0,4,0,7,3,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,19/20,1
139,40005,65,0,0,2,0,0,0,0,0,1,0,34,31,3,0,11,8,2,1,6,5,2,1,1,0,3,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,19/20,1
140,246468,63,0,0,0,0,0,0,0,0,0,0,8,8,0,0,5,2,1,1,4,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,19/20,1
141,185094,61,0,0,1,0,0,1,0,0,0,0,20,19,2,1,17,7,7,5,5,0,0,0,0,0,5,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,19/20,1
142,45654,61,0,0,1,0,0,1,1,0,0,0,17,12,6,3,10,1,4,1,0,0,0,0,0,0,13,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,19/20,1
143,475770,59,0,0,0,0,0,0,0,0,0,1,41,33,1,1,9,4,3,0,4,2,5,0,5,0,7,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,19/20,1
144,449253,59,0,0,1,0,0,0,0,0,1,1,35,32,2,2,6,1,1,0,2,0,8,4,4,0,2,1,0,0,1,0,2,1,0,1,1,0,0,0,0,0,0,0,0,19/20,1
145,233553,59,0,0,0,0,0,0,0,0,0,0,6,4,6,3,4,1,1,0,0,0,0,0,0,0,7,1,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,19/20,1
146,493863,57,0,0,0,1,0,0,0,0,0,1,19,15,2,0,10,2,6,0,2,1,0,0,0,0,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,19/20,1
147,438414,56,0,0,1,0,0,0,1,0,0,0,12,10,5,1,3,1,1,1,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,19/20,1
148,213678,54,0,0,0,0,0,0,0,0,0,0,20,15,2,1,11,6,5,4,4,1,1,0,1,0,6,2,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,19/20,1
149,331362,50,0,0,1,1,0,1,0,0,0,0,14,8,3,0,8,3,2,1,1,1,2,1,1,0,7,2,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,19/20,1
150,331494,49,0,0,0,0,0,0,0,0,0,0,17,14,0,0,10,4,4,1,2,1,3,1,2,0,4,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,19/20,1
151,286641,49,0,0,0,1,0,0,0,0,0,0,16,14,1,1,5,3,0,0,3,2,3,0,3,0,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,19/20,1
152,45891,49,0,0,0,1,1,0,0,0,0,1,21,18,0,0,13,8,10,6,3,2,1,0,1,0,5,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,19/20,1
153,197109,47,0,0,1,1,0,1,0,0,0,0,27,21,2,2,6,4,1,1,1,0,3,1,2,0,4,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,19/20,1
154,46410,47,0,0,3,1,0,0,2,1,1,0,14,11,2,0,10,3,2,0,5,2,1,1,0,0,6,2,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,19/20,1
155,361389,43,0,1,0,0,0,0,0,0,0,0,9,6,5,1,8,4,3,2,0,0,1,1,0,0,6,2,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,19/20,1
156,228417,43,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,1,1,2,0,2,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,19/20,1
157,443964,42,0,0,1,0,0,1,1,0,0,1,7,4,4,3,2,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,19/20,1
158,471396,40,0,0,1,0,0,0,1,0,1,1,9,5,1,0,5,3,3,2,0,0,0,0,0,0,3,0,0,0,0,0,1,3,0,1,0,1,0,0,0,0,0,0,0,19/20,1
159,134076,40,0,0,1,1,0,0,1,0,0,1,15,9,1,0,7,4,2,0,2,2,0,0,0,0,3,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,19/20,1
160,45939,37,0,0,0,0,0,0,0,0,0,1,22,18,1,1,2,2,1,1,1,1,1,1,0,0,2,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,19/20,1
161,471963,36,0,0,0,0,0,0,0,0,0,1,9,7,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,19/20,1
162,45903,36,0,0,1,1,1,0,0,0,1,1,7,6,4,0,7,3,2,1,1,0,0,0,0,0,4,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,19/20,1
163,331398,34,0,0,0,0,0,0,0,0,0,1,5,5,3,0,4,1,0,0,1,1,1,1,0,0,5,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,19/20,1
164,331350,34,0,0,0,2,1,0,0,0,0,3,18,15,1,0,7,3,4,3,1,0,1,0,1,0,4,1,0,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,19/20,1
165,179745,34,0,0,0,0,0,0,0,0,0,0,26,23,0,0,1,0,0,0,0,0,4,3,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,19/20,1
166,338289,33,0,0,0,0,0,0,0,0,0,0,16,13,1,0,2,1,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,19/20,1
168,328014,32,0,0,1,0,0,0,0,0,1,1,8,5,0,0,3,0,0,0,1,0,2,2,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,19/20,1
169,127479,29,0,0,0,0,0,0,0,0,0,0,16,15,0,0,2,2,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,19/20,1
170,46110,29,0,0,0,0,0,0,0,0,0,0,9,3,1,0,9,6,4,2,3,2,2,0,2,0,6,3,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,19/20,1
171,415695,28,0,0,1,1,1,0,0,0,1,0,12,10,0,0,7,3,2,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,19/20,1
172,402921,28,0,0,0,0,0,0,0,0,0,0,3,3,2,1,3,3,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,19/20,1
173,402876,28,0,0,0,0,0,0,0,0,0,0,27,26,1,1,3,1,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,19/20,1
174,196191,28,0,0,0,0,0,0,0,0,0,0,7,6,0,0,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,19/20,1
175,475797,27,0,0,0,0,0,0,0,0,0,0,6,3,0,0,3,1,0,0,3,1,2,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,19/20,1
176,155874,27,0,0,2,0,0,0,1,1,1,0,3,3,3,2,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,19/20,1
177,451167,26,0,0,0,0,0,0,0,0,0,0,4,1,1,0,3,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,19/20,1
178,341592,26,0,0,0,0,0,0,0,0,0,0,4,4,0,0,2,0,0,0,1,0,2,0,2,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,19/20,1
179,443952,25,0,0,0,0,0,0,0,0,0,0,10,8,2,1,8,2,0,0,1,1,0,0,0,0,4,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,19/20,1
180,182547,24,0,0,1,0,0,0,0,0,0,0,2,1,2,0,2,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,19/20,1
181,242211,23,0,0,0,1,1,0,0,0,0,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,19/20,1
182,341559,20,0,0,1,0,0,1,0,0,0,2,11,9,3,2,4,1,1,0,2,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,19/20,1
183,46086,19,0,0,3,0,0,0,1,2,2,0,12,10,0,0,2,2,0,0,2,2,1,1,0,0,3,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,19/20,1
184,472941,18,0,0,0,0,0,0,0,0,0,0,5,5,2,1,9,2,2,0,5,2,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,19/20,1
185,485628,16,0,0,0,0,0,0,0,0,0,0,7,6,1,0,4,3,0,0,2,1,3,1,2,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,19/20,1
186,195168,14,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,19/20,1
187,373338,13,0,0,0,0,0,0,0,0,0,0,4,3,0,0,2,2,1,1,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,19/20,1
188,206061,13,0,0,0,0,0,0,0,0,0,0,4,3,1,0,3,3,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,19/20,1
189,45882,13,0,0,1,1,0,0,0,0,1,0,12,10,2,0,4,1,2,1,0,0,2,2,0,0,4,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,19/20,1
190,449238,11,0,0,0,0,0,0,0,0,0,0,3,3,2,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,19/20,1
191,331182,10,0,0,1,0,0,0,0,0,0,0,4,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,19/20,1
192,341556,7,0,0,0,0,0,0,0,0,0,0,2,1,1,1,4,1,3,1,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,19/20,1
193,327870,6,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,19/20,1
195,444615,105,0,1,1,1,1,0,0,0,1,2,27,26,1,0,15,6,7,5,3,1,3,0,3,0,8,0,0,0,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,19/20,2
196,430404,105,1,0,2,1,0,1,1,1,1,0,23,18,1,1,15,11,1,0,10,8,6,1,5,0,4,2,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,19/20,2
197,402873,105,0,0,0,0,0,0,0,0,0,0,20,19,1,1,2,2,0,0,0,0,3,0,3,0,1,1,0,0,0,0,0,2,0,1,0,0,2,1,0,0,0,0,0,19/20,2
198,402798,105,0,0,0,0,0,0,0,0,0,0,27,25,1,0,9,3,0,0,7,2,2,0,2,0,1,1,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,19/20,2
199,378384,105,0,0,0,0,0,0,0,0,0,0,24,20,1,1,2,1,0,0,1,0,7,0,7,0,3,0,0,0,0,0,0,1,0,1,0,0,1,4,0,0,0,0,0,19/20,2
200,341835,105,0,0,2,1,0,0,1,1,1,9,72,55,4,2,4,1,0,0,2,1,4,2,2,0,5,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,19/20,2
201,340803,105,0,0,1,1,0,0,0,0,0,5,47,42,0,0,6,3,0,0,1,1,2,0,2,1,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19/20,2
202,337650,105,0,0,1,3,1,0,0,0,1,2,107,89,2,1,10,7,3,3,5,4,3,1,2,0,12,2,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,19/20,2
203,327390,105,0,0,0,0,0,0,0,0,0,0,33,25,6,6,9,5,0,0,5,4,8,1,7,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19/20,2
204,217587,105,0,0,4,0,0,2,2,2,2,3,33,28,0,0,23,9,17,7,2,1,1,1,0,0,10,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,19/20,2
205,193488,105,0,0,3,1,1,1,3,0,1,1,27,23,2,0,12,6,6,3,2,2,3,0,3,0,6,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,19/20,2
206,178263,105,1,0,5,2,1,3,4,1,1,2,78,69,0,0,18,5,6,3,8,2,4,1,3,0,10,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,19/20,2
207,69885,105,0,0,0,0,0,0,0,0,0,0,25,21,3,1,4,3,0,0,1,1,5,0,5,2,2,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,19/20,2
208,46218,105,0,0,0,0,0,0,0,0,0,1,26,19,3,1,8,4,0,0,3,3,7,1,6,1,8,2,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,19/20,2
209,45894,105,0,0,0,0,0,0,0,0,0,0,22,17,2,1,10,5,0,0,10,5,5,0,5,1,3,2,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,19/20,2
210,475149,103,0,0,0,0,0,0,0,0,0,0,49,42,3,3,5,5,0,0,0,0,5,2,3,1,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19/20,2
211,470916,103,0,0,1,0,0,0,0,0,0,0,39,34,4,2,19,10,8,4,6,4,5,0,5,0,5,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,19/20,2
212,465201,103,0,0,0,0,0,0,0,0,0,2,38,28,4,2,8,7,0,0,2,2,3,0,3,1,5,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,19/20,2
213,449253,103,0,1,0,2,1,0,0,0,0,0,18,11,5,1,12,6,3,2,2,1,1,0,1,1,8,3,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,19/20,2
214,421755,103,0,0,3,0,0,1,1,2,0,1,44,36,4,1,10,5,2,2,1,1,4,1,3,0,10,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,19/20,2
215,416415,103,0,0,2,0,0,1,1,1,0,0,57,51,5,5,1,0,0,0,1,0,3,0,3,1,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,19/20,2
216,394101,103,0,1,3,1,1,1,2,1,1,1,28,18,14,3,10,4,2,0,2,0,1,0,1,0,21,3,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,19/20,2
217,385071,103,0,0,0,0,0,0,0,0,0,0,17,15,3,3,5,2,0,0,0,0,9,0,9,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19/20,2
218,349665,103,0,0,1,1,0,1,0,0,0,0,18,15,1,0,20,8,6,4,6,2,5,1,4,0,9,1,0,0,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,19/20,2
219,338208,103,0,0,0,0,0,0,0,0,0,0,18,15,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,1,19/20,2
220,334794,103,0,0,1,0,0,0,1,0,1,0,77,74,9,9,5,5,0,0,4,4,11,1,10,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19/20,2
221,331365,103,1,0,3,0,0,2,2,1,0,0,18,14,5,1,12,5,2,0,2,2,6,0,6,0,6,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,19/20,2
222,331350,103,0,0,0,0,0,0,0,0,0,3,54,43,3,2,9,6,3,2,3,3,12,3,9,0,7,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,19/20,2
223,331155,103,0,0,0,1,1,0,0,0,0,7,36,27,7,4,11,7,2,0,5,5,6,0,6,2,6,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,19/20,2
224,327831,103,0,0,0,0,0,0,0,0,0,0,18,13,8,5,12,6,0,0,9,5,6,2,4,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,19/20,2
225,327381,103,0,1,1,1,1,1,1,0,0,3,35,30,3,0,10,7,6,4,1,0,0,0,0,1,4,1,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,19/20,2
226,197070,103,0,1,1,2,1,0,1,0,0,1,30,25,3,1,16,4,5,2,1,0,2,1,1,0,8,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,19/20,2
227,177846,103,0,0,0,0,0,0,0,0,0,0,28,26,0,0,0,0,0,0,0,0,6,0,6,0,3,2,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,19/20,2
228,177432,103,0,0,4,0,0,2,3,1,1,0,20,13,17,5,11,4,2,1,3,1,0,0,0,0,13,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,19/20,2
229,134076,103,1,0,2,1,0,1,1,1,0,1,36,27,8,3,12,5,1,0,4,1,3,2,1,0,3,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,19/20,2
230,128010,103,0,0,4,1,1,1,2,2,2,6,37,23,1,1,16,9,10,7,3,1,1,1,0,0,10,1,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,19/20,2
231,128001,103,0,0,3,0,0,1,1,2,1,0,27,21,7,3,15,4,3,2,4,0,1,1,0,0,5,2,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,19/20,2
232,127644,103,0,0,0,0,0,0,0,0,0,0,37,33,1,1,0,0,0,0,0,0,4,0,4,0,3,1,0,0,0,0,0,1,0,1,0,0,1,2,0,0,0,0,0,19/20,2
234,46980,103,0,0,0,1,0,0,0,0,0,0,12,7,4,1,3,2,0,0,0,0,4,0,4,0,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,19/20,2
235,46197,103,0,0,0,0,0,0,0,0,0,0,32,27,10,8,6,5,1,1,2,2,12,3,9,0,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,19/20,2
236,45759,103,1,0,3,1,1,2,2,1,1,1,27,17,5,0,9,4,5,3,1,1,2,0,2,0,13,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,19/20,2
237,18846,103,0,0,3,0,0,2,3,0,1,0,15,11,6,3,4,3,1,1,1,1,2,0,2,0,8,0,0,1,0,0,2,0,4,1,0,0,0,0,0,0,0,0,0,19/20,2
238,14433,103,0,0,0,1,0,0,0,0,0,1,72,66,8,6,5,3,0,0,2,1,9,1,8,2,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19/20,2
239,13953,103,0,1,1,2,0,0,0,0,1,3,50,42,3,2,15,8,2,2,6,3,7,1,6,0,7,1,0,0,0,0,3,3,1,1,0,0,0,0,0,0,0,0,0,19/20,2
240,12912,103,0,0,0,0,0,0,0,0,0,0,30,24,1,1,2,1,0,0,1,1,7,0,7,0,5,3,0,0,0,0,0,0,0,1,0,0,3,2,0,0,1,1,1,19/20,2
241,451035,101,0,0,1,2,0,0,0,0,0,0,51,44,2,2,9,3,4,2,2,1,7,1,6,0,5,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,19/20,2
243,373680,101,0,0,1,0,0,1,1,0,0,0,65,62,7,2,8,3,1,0,4,2,3,0,3,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,19/20,2
244,372897,101,0,0,3,2,1,2,0,0,0,1,29,21,0,0,8,6,3,2,3,2,1,1,0,0,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,19/20,2
245,340839,101,0,0,0,0,0,0,0,0,0,0,44,36,2,2,7,3,0,0,3,1,1,0,1,1,4,1,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,19/20,2
246,331212,101,0,0,2,2,2,1,1,1,0,3,36,23,6,3,6,1,4,0,0,0,0,0,0,0,9,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,19/20,2
247,327900,101,0,0,0,0,0,0,0,0,0,1,31,21,4,1,8,5,2,1,3,2,3,1,2,1,6,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,19/20,2
248,247035,101,0,0,0,0,0,0,0,0,0,0,30,25,1,1,0,0,0,0,0,0,7,0,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,19/20,2
249,243000,101,0,0,0,0,0,0,0,0,0,0,74,69,3,2,7,6,2,2,1,1,9,0,9,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19/20,2
250,228027,101,0,0,2,0,0,1,1,1,0,1,18,16,5,2,6,2,0,0,2,1,2,0,2,0,4,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,19/20,2
251,182544,101,0,0,0,0,0,0,0,0,0,3,47,38,4,3,7,2,1,1,1,0,5,0,5,0,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,19/20,2
252,163104,101,0,0,0,0,0,0,0,0,0,6,53,43,1,1,10,5,3,2,3,2,5,0,4,1,5,0,0,0,1,0,1,3,0,1,0,0,0,0,0,0,0,0,0,19/20,2
253,67380,101,0,0,2,0,0,1,2,0,1,0,20,16,8,3,8,5,3,2,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,19/20,2
254,54642,101,0,0,0,0,0,0,0,0,0,0,16,16,0,0,1,1,0,0,1,1,7,0,7,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,19/20,2
255,45918,101,0,0,0,0,0,0,0,0,0,0,66,57,5,5,8,4,2,1,1,0,11,0,11,1,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,19/20,2
256,13251,101,0,0,0,0,0,0,0,0,0,0,68,60,3,3,6,6,1,1,2,2,8,2,6,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19/20,2
257,493236,99,0,0,0,0,0,0,0,0,0,0,22,15,4,1,9,4,2,1,4,1,5,0,5,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19/20,2
258,431055,99,0,0,0,0,0,0,0,0,0,0,21,17,3,1,12,6,3,2,5,4,3,1,2,0,4,2,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,19/20,2
259,403095,99,0,0,1,0,0,0,1,0,1,0,55,50,6,4,3,3,0,0,1,1,6,0,6,0,2,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,19/20,2
260,387378,99,0,0,0,0,0,0,0,0,0,0,36,29,3,1,15,5,3,2,4,2,2,1,1,0,12,4,0,0,1,0,4,1,0,1,0,0,0,0,0,0,0,0,0,19/20,2
261,340791,99,0,0,0,1,0,0,0,0,0,1,56,44,4,2,14,10,4,3,4,3,8,2,6,1,7,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,19/20,2
262,336147,99,0,0,3,5,3,2,2,1,0,3,46,34,1,1,14,7,8,5,1,0,5,2,3,0,11,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,19/20,2
263,331275,99,0,0,0,1,1,0,0,0,0,0,27,22,8,4,12,4,2,1,5,1,4,0,4,0,6,0,0,0,1,0,2,4,0,1,0,0,0,0,0,0,0,0,0,19/20,2
264,331248,99,0,0,0,0,0,0,0,0,0,0,38,34,1,1,11,10,0,0,4,3,8,0,8,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,19/20,2
265,331158,99,0,2,1,6,3,0,0,0,1,7,80,62,1,1,10,6,2,2,3,2,6,2,4,0,9,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,19/20,2
266,327870,99,0,0,0,1,1,0,0,0,0,1,43,39,1,1,15,10,3,3,6,5,4,1,3,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,19/20,2
267,327768,99,0,0,1,0,0,0,0,0,1,4,57,50,1,1,6,4,0,0,2,1,3,0,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19/20,2
268,286641,99,0,0,0,0,0,0,0,0,0,0,57,43,4,4,9,5,0,0,5,1,9,0,9,1,5,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,19/20,2
269,235545,99,0,0,0,0,0,0,0,0,0,0,24,20,0,0,3,2,0,0,2,1,2,0,2,1,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19/20,2
270,228414,99,0,0,1,0,0,0,0,0,1,6,33,21,0,0,12,9,4,3,4,4,6,0,6,0,8,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,19/20,2
271,211122,99,0,0,0,1,0,0,0,0,0,0,63,56,1,1,5,2,1,0,1,0,7,1,6,0,3,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,19/20,2
272,206061,99,0,0,1,0,0,0,1,0,0,4,58,49,4,2,14,9,7,4,4,2,5,1,4,0,9,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,19/20,2
273,197109,99,0,0,0,0,0,0,0,0,0,1,36,35,2,0,13,2,3,0,4,0,3,0,3,0,5,4,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,19/20,2
274,179112,99,0,0,1,0,0,0,0,0,0,0,36,30,4,1,11,6,3,2,6,3,5,1,4,0,7,3,0,0,1,0,2,2,0,1,0,0,0,0,0,0,0,0,0,19/20,2
275,178602,99,0,0,0,0,0,0,0,0,0,0,27,23,5,3,7,6,0,0,4,3,6,1,5,1,2,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,19/20,2
